abstract;classe
effect stellat ganglion block hemodynam chang intrapulmonari shunt periop patient esophag study‚ effect stellat ganglion block sgb hemodynam chang intrapulmonari shunt onelung ventil olv thirti asa iii patient undergo elect esophag surgeri random general anesthesia general anesthesia sgb patient receiv left sgb radial arteri cannul arteri blood pressur abp monitor blood sampl swanganz cathet pulmonari arteri via right intern jugular vein local anesthesia ecg map hr cvp continu cardiac output cco index bis continu monitor anesthesia general anesthesia induc propofol sufentanil Óg rocuronium endobronchi occlud place blind after tracheal indub correct verifi auscult fiberopt bronchoscopi patient mechan ventil ventil condit fio vt respiratori rate adjust maintain petco mmhg twolung ventil tlv olv anesthesia maintain continu infus propofol kg‚h sufentanil Óg kg‚h vecuronium kg‚h bis maintain blood sampl taken radial arteri sg cathet blood gas interv spontan breath patient awak min after tracheal indub min after patient place later min after min after rib brace min cours olv lung ventil min qs qt calcul svri map hr compar qs qt after patient place later olv calcul qs qt t‚ pao after olv start reach lowest level gradual signific differ qs qt pao point sgb effect suppress work stabl blood dynam not qs qt arteri olv sgb safe techniqu anesthesia general thorac surgeri;Negative
mediterranean low grade inflamm result molisani low grade inflamm rais absenc overt symptom recogn risk chronic diseas cardiovascular cerebrovascular neurodegen diseas low grade inflamm mitig health promot behaviour healthi eat pattern physic activ bodi mainten tobacco cessat date larg scale focus circul littl evid avail cellular biomark molisani prospect cohort recruit men women age year general popul molis region southern italian area purpos genet environment risk protect cardiovascular cerebrovascular diseas cohort score low grade inflamm plasmat creactiv protein cellular leukocyt platelet count granulocyt ratio biomark propos valid score account effect overcom potenti bias link multicollinear variabl notic molisani address tradit mediterranean platelet leucocyt count cellular biomark low grade inflamm review paper discuss main deriv molisani associ low grade inflamm mediterranean eat pattern emphasi associ ;Negative
effect statin aspirin patholog complet rate neoadjuv chemoradi rectal retrospect potenti impact statin aspirin acut patholog complet pcr rate rectal patient receiv neoadjuv longcours radiat lcrt concurr retrospect review perform patient undergo neoadjuv lcrt rectal adenocarcinoma region servic septembesr june demograph detail date radiolog tnm stage diagnosi medic taken rt lcrt surgic histolog pcr lcrt neoadjuv lcrt administ patient rectal period concurr omit signific comorbid tnm stage radiolog diagnosi patient lcrt take statin take aspirin patient achiev pcr surgeri logist regress pcr not associ statin aspirin nsaid tstage nstage signific correl statin aspirin rectal actuari maximum rectal not differ statin user nonus larger retrospect seri did not improv pcr rate statin aspirin rectal patient undergo lcrt potenti benefit set best prospect larg random trial;Negative
sclerosi ms demyelin neurodegen diseas neurolog disabl young adult indic proremyelin effect potenti addit benefit sclerosi;Negative
proinflammatori cytokin senior hors vitro senior hors exhibit chronic lowgrad inflamm system term inflammag inflamm associ afflict common hors lamin osteoarthr common nonsteroid antiinflammatori nsaid flunixin meglumin phenylbutazon longterm nsaid result effect bioactiv curcuminoid quercetin pterostilben hydroxypterostilben heparin blood via jugular venipunctur senior hors peripher blood mononuclear cell pbmc isol ficol densiti gradient pbmc incub curcuminoid quercetin pterostilben hydroxypterostilben dissolv dmso achiev aforement pbmc last incub period phorbol myrist acet pma ionomycin brefeldin bfa pbmc stain intracellular via flow cytometri oneway varianc anova viabil pbmc incub compound compar pbmc incub dmso alon control cell viabil did not differ control viabil did not differ control perform effect common nsaid cytokin senior hors vitro chronic inflamm hors;Negative
updat evid endoscop resect earli japan endoscop resect earli egc play central role egc japan still room improv necessari summar knowledg japan improv conduct pubm search relev articl year until septembesr keyword endoscop endoscop submucos dissect endoscop mucos resect polypectomi filter articl type clinic clinic trial articl automat keyword polypectomi articl endoscop mucos resect articl endoscop submucos dissect articl endoscop articl relev articl japanes chosen articl categor equip prepar sedat complic prevent therapeut outcom co insuffl propofol sedat prevent postendoscop submucos dissect esd ulcer bleed achiev postesd ulcer heal intens longterm outcom endoscop mucos resect esd report favor outcom endoscop resect egc still ideal pursu reliabl safer faster minim invas ;Negative
variat applic low dose rate intracavitari brachytherapi cervic prospect know effect variat applic dose receiv volum organ rectum correl variat clinic outcom patient histolog proven cervic undergo intracavitari brachytherapi icbt octobesr decembesr subject pair orthogon xray film taken prior load sourc after remov sourc patient up per rtog criteria median durat insert hour median up period month translat variat applic patient sd patient later anteroposterior direct rotat variat degre sd patient transvers sagitt plane detail sourc movement chang median dose point point point rectum rectum rectal variabl rectal point rectal pearson later displac anteroposterior displac rectal beta angl geometr icbt applic structur vari cours low dose rate brachytherapi sourc movement result signific dose alter term rate complic impact cure rate need futur;Negative
polyphenolinspir facil construct smart assembl atp phrespons mr optic imag phototherm smart assembl attract interest area novel stimulirespons theranost commerci avail natur tannic ta iron nanoparticl fe nps util model construct smart magnet assembl polyphenolinspir npsphenol selfassembl nps ta interest magnet assembl special disassembl adenosin triphosph stronger affin fe nps ta replac surfac coordin ta disassembl facilit environ henc remark chang transvers relax potent turnon fluoresc fl signal assembl specif sensit magnet reson fl dualmod imag phototherm after intraven inject assembl success employ work not selfassembl nps open new insight facil construct versatil assembl extend biomed applic;Negative
novel polymorph tmema gene system lupus erythematosus chines han popul associ singl nucleotid polymorph snps six gene irf tmema ikzf ormdl gsdmb zpbp system lupus erythematosus sle chines han popul sampl carri out casecontrol patient sle healthi control autoimmun diseas genet isol blood subject standard phenolchloroform tagsnp genotyp panel han chines beij hapmap project haploview program genotyp assay conduct sequenom massarray iplex gold platform frequenc allel genotyp calcul haplotyp perform genotyp frequenc rs rs differ sle patient healthi control compar common homozyg genotyp ct genotyp rs ac genotyp rs risk sle snps locat tmema gene associ sle suscept chines han popul;Negative
tpmt comt acyp genet variant paediatr patient cisplatin induc ototox cisplatin ototox children catecholomethyltransferas comt thiopurin methyltransferas tpmt aycp genet variant associ ototox contradictori associ care phenotyp cohort uk children perform systemat review metaanalysi recruit children uk centr retrospect cohort design particip clinic phenotyp care genotyp perform acyp rs tpmt rs rs rs comt rs rs variant ctcae grade hear loss worst ear ear chang grade hear loss diagnos worst ear versus ear tpmt comt singlenucleotid polymorph snps associ ototox acyp snp rs associ ototox worst ear metaanalysi report pool oddsratio oddsratio statist signific comt snp rs confid interv acyp snp rs confid interv associ acyp polymorph cisplatin induc ototox not tpmt comt metaanalysi statist signific comt rs acyp rs snps grade hear children asymmetr hear loss requir addit clarif;Negative
effect hydroethanol root extract zanthoxylum zanthoxyloid hematolog paramet cyclophospamid anim pretreat oral dose extract coadminist cyclophosphamid ld extract antioxid enzym assay cat anim cp compar cp cp gpx cp compar cp control sod cp compar control wbc cp cp cp cp administ compar control ldl chol cp cp;Negative
childhood measur adipos young girl compound environment potenti endocrinedisrupt capabl longitudin associ childhood exposur manmad natur sourc measur adipos girl enrol research program baselin age year urinari creatinin bodi mass index height waist circumfer percent bodi fat measur annual semiannu linear mixedeffect regress estim baselin tertil chang girl adipos measur age year enterolacton invers associ bodi mass index waist circumfer percent bodi fat dichlorophenol associ measur nonmonoton associ triclosan girl adipos effect modif baselin overweight status triclosan associ adipos overweight girl result exposur specif childhood influenc adipos adolesc;Negative
primari biliari cholang advanc manag diseas primari biliari cholang known primari biliari cirrhosi rare diseas women fifth seventh decad life chronic autoimmun diseas damag interlobular bile duct lead ductopenia chronic cholestasi bile retent even diseas usual long asymptomat phase slow patient faster cirrhosi complic year mortal greater diseas human immunodefici virus virus coinfect breast ursodeoxychol avail today even effect counteract diseas patient approxim not abl decreas effect alkalin phosphatas surrog diseas activ obetichol receiv european medicin agenc condit approv add patient non respond intoler ursodeoxychol paper illustr opinion work compos clinic pharmacologist gastroenterologist hepatologist specif expertis primari biliari cholang patient associ state art futur perspect diseas manag agreement document reach expert meet;Negative
sedat endoscopi room oper room endoscop submucos dissect neoplasm upper gastrointestin tract perform compar safeti sedat endoscop submucos dissect esd endoscopi room versus oper room total patient gastrointestin underw esd januari decembesr retrospect review patient underw esd endoscopi room propofol versus oper room propofol patient procedur characterist advers event outcom compar patient characterist age comorbid size histolog not differ esd procedur compar anesthesia equival signific differ advers event esd procedur desatur occur recoveri after esd longer vs min decreas desatur rate shorter recoveri after esd advantag sedat oper room propofol compar sedat endoscopi room warrant advantag safe effect esd upper gastrointestin neoplasm oper room;Negative
oncolog communiti reject bias come repurpos measur propos combat challeng financi care strategi lowerpr instead expens altern oncolog communiti ignor readili reject cheaper care compar expens altern commentari exampl lowerpr reject ignor oncolog communiti expens where persist optim despit clinic trial result argu held rigor standard not skeptic absenc sound evid suspens prematur judgement happen case repurpos ;Negative
induc senesc compound senolyt face nrfactiv adjuv reactiv senesc clearanc senesc intervent describ vitro vivo effect cellular senesc light avail literatur conclud mean potenti adjuv natur compound human take account exist few clinic trial uncertain result need therapeut potenti compound display senolyt activ;Negative
endocrin disrupt compound vertebr neural network multielectrod array bisphenol bisphenol bpa bisphenol bps polymer agent plastic numer everyday classifi endocrin disrupt compound edc estradiollik properti longterm exposur edc even low dose link health defect behavior disord infertil greater vulner earli development period effect bpa neuron vitro neuron network deriv earli chick embryon brain model system avail market variat electrod type qualiti electrod array softwar basic principl across differ system limit twodimension vitro cultur mea system improv enabl vivo network activ brain slice detail protocol embryon exposur record neuron network activ synchroni result;Negative
intak food sourc mexican teacher cohort descript intak flavonoid publish europ usa insuffici still avail latinamerican countri where differ type food consum differ habit goal crosssect estim intak grand total total per subclass individu compound main food sourc mexican women mexican teacher cohort femal teacher year older twelv state mexico urban rural area period valid ffq individu intak estim food phenolexplor databas median total intak baja california lowest yucatan main consum ‚‚ total flavonoid ‚‚ intak subclass stilben lignan insignific coffe fruit food sourc flavonoid intak total differ individu estim fortytwo consum amount larg consum caffeoylquin ferul hesperidin proanthocyanidin larg heterogen intak individu mexican women moder heterogen across mexican state main food sourc differ state;Negative
mucosa human detrusor impair contract betaadrenoceptormedi relax elucid impact mucosa detrusor muscl forc contract stimulatori condit relax catecholamin detrusor tissu patient undergon cystectomi strip intact mucosadenud muscl set up forc measur prepar precontract kcl carbachol electricfield ef precontract strip relax catecholamin absenc presenc subtypeselect betaadrenoceptor ar blocker cgp betaar ici betaar betaar forc kcl ‚mm carbachol ‚Óm ef larger absenc mucosa intact muscl strip forc contract mucosadenud strip detach urothelium incub chamber low intact strip noradrenalin relax precontract detrusor strip larger extent denud intact strip cgp did not noradrenalin induc relax denud intact strip ici did not influenc noradrenalin induc relax denud strip abolish differ denud intact strip antagon relax effect noradrenalin slight smaller intact denud strip mucosa human detrusor strip impair forc kcl carbachol ef mucosa blunt relax effect catecholamin latter effect not involv betaar betaar betaar mediat relax human detrusor;Negative
disord innat human age effect nutraceut declin age account risk infect chronic diseas autoimmun human innat adapt compromis age peopl attempt correct dysfunct goal modern medicin review special emphasi place age innat potenti modifi impair innat princip nutraceut illustr micronutri preprobiot elder clinic trial abov scanti;Negative
spot novel streamlin microarray platform cellular trna level place transfer rna trna housekeep molecul heart fundament cellular embryon discoveri conting concomit abl deliv highqual trna profil describ proof concept escherichia coli coli origin trna platform name spot streamlin platform trna approach compris step coli cultur spike radioact orthophosph second label total rnas trizolextract third rna sampl hybrid inhous print microarray spot signal proxi trna level quantifi phosphorimag featur reproduc specif trna subpopul dynam sensit overexpress specif trna spot not requir amplif postextract label adapt organ modular easili streamlin popular techniqu polysom fraction profil trnas interact ribosom activ engag translat biolog relev discuss regard codon usag trna gene copi genom;Negative
influenc freezethaw cycl rna integr gastrointestin match adjac tissu compar rna express profil adjac noncancer tissu research highqual rna essenti consist reliabl result identif impact freezethaw cycl qualiti rna pair adjac tissu still influenc freezethaw cycl rna integr histomorpholog pair adjac noncancer tissu gastrointestin match adjac noncancer tissu frozen thaw twice extract rna total rna sampl extract trizol reagent rna integr rna integr rin agil bioanalyz light microscopi tissu morpholog rin sampl tend correl frequenc freezethaw rin cutoff rna extract tissu not qualifi after freezethaw moreov rna extract adjac noncancer tissu nonqualifi rin score after freezethaw except tissu microscop sampl display qualifi tissu morpholog regardless freezethaw frequenc freezethaw rna integr not tissu morpholog gastrointestin pair adjac noncancer tissu furthermor rna extract adjac noncancer tissu easili degrad tissu;Negative
prevent supplement fresh preserv peach attenu ccl induc inflamm tissu damag elabor compar prevent effect differ peachderiv preserv fruit syrup preserv pulp peach ppp fresh peel pulp peel fresh pulp peach fpp model renal inflamm induc carbon tetrachlorid ccl tissu damag carbonyl thiobarbitur reactiv sulfhydril antioxid enzym activ catalas superoxid dismutas paramet tnf tnf interleukin il beta level receptor advanc glycat endproduct rage nuclear nfkbp immunocont demonstr peel ppp fpp daili oral gavag confer protect against ccl induc antioxid enzym antioxid antiinflammatori effect associ abund carotenoid peachderiv enrich freshfruitderiv prepar peel fpp ppp result evid supplement peach protect against organ interest candid antioxidantenrich food;Negative
septic endarter intraarteri cathet outbreak ii risk clinic featur manag iii guidelin prevent cluster case staphylococc septic endarter origin percutan insert brachial arteri cathet region prompt epidemiolog clinic bacterem infect associ therapeut modal nine case over year period catheter staphylococcus aureus cluster discontinu hexachlorophen scrub extrem prior cannul phagetyp case patient own strain staphylococcus infect produc distinct clinic syndrom facilit implic cathet genesi fever occur patient receiv intraarteri earli local pain hemorrhag osler node distal later local inflamm purul sign system sepsi less equal durat cannul did not influenc suscept infect difficult cannul need reposit cathet prior radiat leukopenia less hypoalbuminemia less associ septicemia month implement specif control measur catheterrel septicemia catheter less guidelin prevent manag infect ;Negative
ntp toxicolog carcinogenesi pentachlorophenol cas feed pentachlorophenol herbicid algicid defoli wood preserv germicid fungicid molluscicid pentachlorophenol nomin nation institut carcinogen test widespread wood preserv potenti enter environ pentachlorophenol residu soil water air sampl food human anim tissu bodi fluid likelihood bioaccumul environ pentachlorophenol persist soil halflif up year technic report result year pentachlorophenol perform ntp bcf mice male femal expos pentachlorophenol approxim pure feed year genet toxicolog conduct vitro salmonella typhimurium cultur chines hamster ovari cell vivo mous bone marrow cell male femal ppm pentachlorophenol equival averag daili dose approxim pentachlorophenol bodi male femal feed except male femal expos ppm surviv until end final mean bodi bodi gain male expos ppm femal expos ppm less control expos ppm lost feed consumpt ppm male less control throughout absolut ppm male expos femal greater control compar control minim mild hepatocyt degener male femal expos ppm greater centrilobular hepatocyt hypertrophi ppm year male femal fed ppm pentachlorophenol equival averag daili dose approxim stopexposur male femal receiv ppm equival feed after anim receiv undos feed remaind year male femal control ppm month surviv bodi feed consumpt year surviv ppm male greater control mean bodi ppm male femal general less control exposur pentachlorophenol discontinu mean bodi ppm male femal control end mean bodi control general feed consumpt expos control patholog year malign mesothelioma origin tunica vaginali greater ppm male control exceed histor control nasal squamous cell carcinoma control male ppm male ppm male ppm male year ppm male exceed histor control month interim centrilobular hepatocyt hypertrophi ppm male femal hepatocyt cytoplasm vacuol ppm male greater control year nonneoplast lesion hepatodiaphragmat nodul hepatocyt cystic degener expos ation expos male basophil foci ppm male compar control genet toxicolog pentachlorophenol percnt pure test salmonella typhimurium strain ta ta ta ta dose up mug plate induc hamster signific revert coloni strain activ test cytogenet effect cultur chines hamster ovari cell pentachlorophenol weak sister chromatid exchang chromosom aberr sister chromatid exchang test weak mug absenc sister chromatid exchang note chromosom aberr test pentachlorophenol induc signific frequenc aberr cell presenc dose mug vitro result test chromosom aberr frequenc micronucl erythrocyt note bone marrow male mice administ pentachlorophenol intraperiton inject hour interv dose administ mice lethal condit year feed evid carcinogen activ pentachlorophenol male femal fed ppm evid carcinogen activ pentachlorophenol male feed ppm year control feed year stopexposur mesothelioma nasal squamous cell carcinoma evid carcinogen activ pentachlorophenol femal feed ppm year maintain control feed year stopexposur male femal recov transitori reduct bodi gain end year male surviv compar control;Negative
count miss metaboliteintens set measur analyt perform metabolom platform metabolom requir quantit individu entir sampl set unfortun miss intens sampl common miss profound influenc metabolom result extent miss metabolom set paramet measur analyt perform techniqu work report scope miss robust fill miss isotop label cil lcms metabolom platform unlik convent lcms cil lcms quantifi differ individu compar sampl mass spectral peak intens ratio peak pair mixtur differenti label sampl peakpair featur uniqu mean extract intens inform raw mass spectra approach peakpair peak algorithm isom lcms set generat csv file tabl id peak ratio inform ie metaboliteintens tabl zerofil program freeli avail mycompoundidorg automat miss csv file go back raw lcms peak pair calcul intens ratio enter ratio tabl miss low abund peak pair demonstr perform technic replic set human urin metabolom furthermor propos standard approach count miss replic set way gaug extent miss metabolom platform final illustr appli zerofil program conjunct dansyl cil lcms lead mark improv signific differenti patient control metabolom subject;Negative
synthesi fedaa new pet imag probe peripher benzodiazepin receptor express peripher benzodiazepin receptor pbr associ neuroinflamm daa fedaa promis radioligand positron emiss tomographi pet imag pbr design new radiolabel analog daa fedaa fedaa pet imag pbr express brain precursor nfluorophenoxyphenyl nfluoroethoxi hydroxybenzylacetamid synthes step moder yield precursor label chotf isol pressur liquid chromatographi hplc purif target radioligand nfluorophenoxyphenyl nfluoroethoxi methoxybenzylacetamid fedaa radiochem yield decay correct end bombard eob co specif activ radiotrac gbq micromol end synthesi eo;Negative
applic sigmoid sinus tunnelpack pushpack inferior petrous sinus microsurg manag jugular paraganglioma outcom microsurg jugular paraganglioma control bleed inferior petrous sinus retrospect patient review singl univers hospit fortythre patient jugular paraganglioma diagnos past year clinic surgic control intraop blood loss intraop manag facial nerv preoper postop central nerv twentysix patient underw microsurg eighteen six cde gross total resect achiev patient mean blood loss surgeri recurr rate over mean followup month new facial palsi cranial nerv deficit occur patient infratempor fossa approach type sigmoid sinus tunnelpack pushpack techniqu facilit control bleed inferior petrous sinus improv outcom microsurg jugular paraganglioma;Negative
exact statist test carcinogen effect anim bioassay ii ageadjust test statist discuss applic anim carcinogenesi bioassay test general null hypothesi frequenc independ level endpoint sex bioassay condit surviv propos earlier farrar crump fundam appl toxicol involv test statist standard statist hypothesi test signific random refin introduct exact incident test analog asymptot test hoel walburg natl inst take account differ rate result differ surviv independ addit consider test statist test propos sensit specif case where endpoint sex applic procedur result nation toxicolog program ntp bioassay concern decabromodiphenyl iodin glycerol illustr sensit test differ test statist distinct altern hypothes compar qualit ntp strength evid carcinogen effect bioassay result clarifi otherwis equivoc evid carcinogen difficulti discuss relev construct exact fatal incident test analog test peto et al iarc monogr suppl;Negative
birth cohort papillari thyroid unit state papillari thyroid report past decad reason unknown pattern papillari thyroid unit state compon birth cohort defin year birth period age trend diseas nation institut surveil epidemiolog end result program conduct univari ageperiodcohort model birth cohort pattern age period cohort effect trend over clear birth cohort pattern men women result ageperiodcohort model period effect appear impact trend birth cohort effect explain trend papillari thyroid carcinoma period women period effect like advanc diagnost techniqu medic detect thyroid nodul explain specul birth cohortrel chang environment exposur exposur diagnost xray polybromin diphenyl ether contribut papillari thyroid past decad;Negative
partial hepatectomi cirrhot right later total patient cirrhot solitari hepatocellular carcinoma hcc locat later right lobe underw surgeri techniqu clamp finger dissect oper mortal acut chronic failur total oper minut actual resect minut averag amount blood transfus procedur preoper serum bromsulphalein retent rate proportion reflect postop peak serum conjug bilirubin resect specimen less gm less enzym sgot sgpt lactat dehydrogenas cell postop promin patient hypotens hypotens less enzym level return preoper level fourteenth postop excretori capac cell measur serum bromsulphalein retent rate still abnorm less took month declin level still exceed preoper level less partial hepatectomi cirrhot clamp finger dissect simpl rapid techniqu serious effect;Negative
applic silver stain cytolog specimen neuroendocrin metastat cytolog specimen neuroendocrin metastat regard silver stain properti after applic argentaffin argyrophil stain techniqu masson grimelius seviermung content serotonin intestin carcinoid presenc demonstr cytolog argentaffin individu cell formalin fixat prerequisit stain melanin malign cell display argentaffin irrespect fixat air dri formalin bouin fluid acetonealcohol serotonin melanin distinguish cytolog sampl neuroendocrin masson argentaffin differ fixat nonargentaffinposit neuroendocrin weak stain unreact grimelius argyrophil techniqu seviermung argyrophil techniqu gave disturb nonspecif background stain difficult interpret cytolog sampl grimelius appear silver stain neuroendocrin cell cytolog materi irrespect hormon content argentaffinposit argentaffinneg sampl stain least degre;Negative
cell blot techniqu stain microscop cell blot nitrocellulos paper standard cytolog histolog stain procedur success appli nitrocellulos nc paper stain spectrum cell type blot stain procedur papanicolaou hematoxylin eosin immunoperoxidas techniqu type consist suspens monolay cultur well fresh prepar nontumor tissu suspend cell manual blot nc paper fix fixat propanol neutralbuff formalin carnoy solut bouin fluid fixat stain abov after stain nc paper dehydr absolut propanol transpar soak xylen mount perman mount medium permount glass slide microscop proteinblot capac nc paper schleicher schuell compar convent cell blot media millipor gelman cellulos acet bovin serum albumin dotblot nc cellulos acet filter stain protein amido black cytolog histolog stain amido blackstain filter dehydr absolut propanol transpar xylen mount permount densitometr trace indic nc paper bound amount protein feasibl cytolog histolog stain techniqu nc paper proteinblot capac allow situ stain microscop babi hamster kidney cell bind fibronectin blot nc paper signific techniqu cell biolog research discuss;Negative
cytolog diagnosi medullari carcinoma thyroid seviermung silver stain calcitonin immunocytochemistri medullari carcinoma thyroid preoper diagnos ultrason guid fine needl aspir biopsi after cytocentrifug cell display dens cytoplasm silver granul seviermung techniqu appli airdri acetoneethanolfix sampl obvious calcitonin immunoreact after fixat bouin fluid prove identif nonpalp metastas recurr medullari carcinoma thyroid cytolog type medullari thyroid carcinoma cell difficult routin stain;Negative
sort out mixup proven tissu section confirm pcr microsatellit standard identif system usual ensur biopsi materi correct associ patient sometim unexpect proven proof origin tissu sampl question tissu mislabel contamin tissu patient techniqu confirm tissu proven compar tissu gender abo blood weak confirmatori power dnabas polymeras chain pcr techniqu report pair formalinfix paraffinembed micron tissu section patient whom carcinoma biopsi section sequenti biopsi sequenti biopsi autopsi tissu result sampl code addit case fragment patient tissu block benign tissu patient fragment hematoxylinandeosinstain section separ scrape off glass slide tissu clinic case suspect mislabel suspect carryov malign tissu short tandem repeat sequenc str microsatellit pair repeat vari repeat individu variat polymorph pcr panel strs acpp int cyp chromosom isol sampl after xylen deparaffin proteinas digest amplifi radioact pcr primer give size amplifi electrophores denatur polyacrylamid gel dri autoradiograph segment success extract sampl fix bouin fluid compar allel size panel tissu pair bouin pair success match fragment correct assign clinic problem solv strs inform robust well suit pcr portion tissu section effect confirm proven benign malign biopsi autopsi materi;Negative
